169,93,6
170,94,7
171,95,8
172,95,10
173,96,3
174,97,7
175,98,8
176,98,10
177,99,13
178,100,7
179,100,10
180,101,3
181,102,3
182,103,10
183,104,3
184,105,7
185,105,6
186,106,3
187,106,7
188,107,4
189,107,2
190,107,3
191,107,15
192,108,13
193,109,3
194,110,8
195,110,7
196,110,14
197,111,7
198,111,10
199,112,8
200,112,4
201,112,9
202,113,7
203,113,16
204,114,7
205,115,3
206,116,13
207,117,9
208,118,3
209,118,6
210,119,3
211,120,7
212,121,7
213,122,3
214,122,6
215,123,7
216,123,16
217,123,6
218,124,7
219,125,3
220,126,4
221,126,2
222,126,5
223,127,7
224,128,13
225,129,3
226,129,6
227,130,7
228,131,7
229,131,6
230,132,10
231,133,3
232,133,7
233,134,13
234,135,3
235,136,13
236,137,13
237,138,7
238,139,8
239,139,7
240,140,7
241,140,6
242,141,3
243,142,7
244,143,7
245,144,3
246,145,8
247,146,4
248,146,2
249,147,7
250,148,7
251,149,9
252,149,7
253,149,10
254,150,7
255,151,7
256,151,6
257,151,14
258,152,11
259,153,8
260,153,4
261,153,3
262,153,9
263,154,7
264,155,7
265,155,14
266,156,3
267,157,3
268,157,14
269,158,4
270,158,2
271,159,7
272,160,8
273,160,4
274,160,16
275,160,12
276,161,7
277,161,10
278,161,14
279,162,13
280,163,8
281,163,6
282,163,10
283,164,9
284,164,17
285,164,16
286,164,10
287,165,8
288,165,10
289,166,3
290,166,7
291,167,7
292,168,8
293,168,4
294,168,7
295,168,6
296,169,4
297,169,2
298,169,7
299,170,8
300,170,9
301,170,10
302,171,3
303,172,8
304,172,12
305,172,10
306,173,8
307,173,4
308,173,12
309,174,3
310,175,7
311,176,3
312,177,11
313,178,3
314,179,7
315,179,6
316,180,3
317,181,8
318,181,2
319,182,7
320,182,6
321,183,10
322,184,7
323,185,12
324,185,10
325,186,3
326,187,3
327,188,11
328,189,3
329,190,10
330,191,7
331,192,13
332,193,7
333,194,7
334,195,3
335,195,7
336,195,6
337,196,11
338,196,12
339,197,7
340,198,8
341,198,9
342,198,12
343,199,7
344,199,15
345,200,10
346,201,7
347,202,7
348,202,6
349,203,3
350,204,8
351,205,3
352,205,7
353,206,13
354,207,7
355,207,6
356,208,8
357,208,4
358,209,7
359,210,18
360,211,7
361,212,3
362,213,7
363,214,7
364,215,7
365,215,6
366,216,3
367,217,7
368,217,10
369,218,3
370,218,7
371,219,7
372,220,11
373,222,7
374,222,6
375,223,3
376,224,3
377,224,7
378,224,6
379,225,7
380,225,10
381,226,10
382,227,8
383,228,3
384,229,7
385,229,10
386,230,7
387,230,10
388,231,3
389,232,3
390,232,7
391,233,7
392,234,3
393,235,3
394,235,7
395,236,3
396,236,6
397,237,3
398,237,6
399,238,4
400,238,2
401,239,1
402,239,2
403,239,3
404,239,6
405,240,10
406,241,2
407,241,7
408,242,7
409,242,15
410,243,3
411,244,1
412,244,2
413,245,9
414,245,7
415,246,13
416,247,7
417,247,5
418,247,6
419,247,10
420,248,3
421,249,7
422,249,6
423,250,2
424,250,3
425,251,8
426,252,3
427,252,6
428,253,7
429,253,11
430,254,7
431,255,3
432,256,3
433,256,12
434,257,16
435,257,10
436,258,4
437,258,2
438,258,3
439,258,5
440,258,6
441,259,9
442,259,7
443,259,10
444,260,8
445,260,4
446,260,5
447,260,12
448,261,7
449,262,2
450,262,7
451,263,7
452,264,7
453,265,7
454,265,6
455,266,7
456,266,6
457,266,14
458,266,18
459,267,3
460,268,7
461,269,7
462,270,7
463,270,6
464,271,7
465,272,7
466,273,7
467,273,11
468,274,3
469,275,3
470,276,3
471,276,6
472,277,7
473,278,3
474,279,7
475,280,7
476,280,10
477,281,7
478,282,7
479,283,9
480,283,7
481,284,8
482,284,9
483,285,7
484,285,11
485,286,8
486,286,12
487,286,10
488,287,3
489,287,6
490,288,8
491,288,10
492,289,3
493,289,6
494,290,9
495,290,7
496,291,10
497,292,8
498,292,7
499,292,10
500,293,9
501,293,7
502,293,6
503,293,10
504,294,3
505,294,6
506,295,3
507,295,6
508,296,9
509,296,7
510,297,7
511,298,3
512,299,7
513,300,7
514,301,7
515,301,6
516,302,7
517,302,6
518,303,8
519,303,4
520,303,18
521,304,3
522,304,7
523,305,3
524,306,7
525,307,7
526,308,7
527,309,7
528,310,3
529,311,11
530,311,10
531,312,3
532,313,1
533,313,2
534,314,7
535,315,8
536,316,8
537,316,4
538,316,12
539,317,2
540,317,3
541,317,5
542,318,7
543,319,10
544,320,17
545,320,10
546,321,7
547,322,3
548,322,7
549,324,3
550,325,3
551,326,7
552,327,8
553,327,3
554,327,15
555,327,12
556,328,11
557,329,8
558,329,4
559,329,12
560,330,3
561,330,11
562,331,7
563,332,11
564,332,12
565,333,3
566,334,7
567,335,16
568,335,10
569,336,7
570,336,14
571,337,7
572,338,12
573,338,10
574,339,3
575,339,6
576,340,4
577,340,7
578,341,7
579,342,3
580,342,6
581,343,2
582,344,3
583,345,3
584,345,7
585,346,7
586,346,15
587,347,7
588,348,3
589,349,8
590,349,4
591,349,10
592,350,7
593,350,16
594,350,10
595,351,3
596,351,7
597,351,6
598,352,3
599,353,8
600,353,6
601,353,10
602,354,7
603,355,2
604,355,3
605,356,3
606,356,6
607,356,14
608,357,3
609,357,6
610,358,7
611,359,3
612,359,7
613,359,6
614,360,8
615,360,3
616,361,7
617,361,6
618,362,4
619,362,2
620,362,6
621,363,13
622,364,1
623,364,2
624,364,15
625,365,7
626,366,11
627,367,3
628,367,9
629,367,5
630,368,8
631,368,3
632,368,18
633,369,7
634,370,3
635,371,3
636,371,7
637,372,3
638,372,7
639,373,10
640,374,2
641,374,3
642,375,7
643,376,8
644,376,10
645,377,8
646,377,6
647,377,10
648,378,3
649,378,6
650,379,8
651,379,12
652,380,8
653,380,4
654,380,3
655,380,6
656,381,7
657,382,7
658,382,11
659,383,18
660,384,8
661,385,7
662,386,7
663,387,8
664,387,3
665,388,7
666,389,7
667,389,6
668,389,14
669,390,8
670,390,3
671,390,7
672,391,9
673,391,7
674,392,4
675,392,2
676,393,8
677,394,8
678,395,7
679,396,7
680,397,11
681,398,13
682,399,7
683,400,7
684,401,8
685,401,10
686,402,3
687,403,3
688,403,9
689,403,7
690,404,13
691,405,8
692,405,12
693,406,7
694,407,11
695,407,10
696,408,7
697,409,7
698,410,3
699,411,3
700,412,7
701,413,3
702,414,3
703,415,3
704,415,10
705,416,18
706,417,3
707,417,6
708,418,7
709,419,3
710,420,8
711,420,3
712,421,4
713,421,2
714,422,10
715,423,8
716,423,10
717,424,7
718,425,7
719,425,6
720,426,11
721,426,12
722,426,10
723,427,16
724,427,6
725,427,10
726,428,7
727,429,3
728,430,7
729,431,9
730,431,7
731,432,3
732,432,18
733,433,3
734,434,8
735,434,4
736,434,9
737,435,3
738,435,12
739,436,7
740,436,10
741,437,3
742,438,8
743,438,3
744,439,7
745,440,3
746,440,6
747,441,3
748,442,8
749,442,12
750,443,13
751,444,3
752,444,6
753,445,3
754,446,7
755,446,6
756,447,3
757,447,6
758,448,7
759,449,3
760,450,3
761,450,7
762,451,7
763,451,16
764,451,6
765,452,7
766,453,3
767,454,7
768,454,10
769,455,4
770,455,2
771,455,7
772,456,7
773,457,8
774,457,10
775,458,7
776,458,18
777,459,8
778,460,3
779,461,7
780,461,6
781,462,8
782,462,4
783,463,9
784,463,7
785,463,10
786,464,8
787,464,4
788,464,9
789,464,10
790,465,8
791,465,7
792,465,14
793,466,8
794,466,3
795,466,14
796,467,3
797,468,3
798,468,6
799,469,7
800,469,6
801,470,3
802,471,3
803,471,6
804,472,3
805,472,7
806,473,3
807,473,14
808,474,8
809,474,10
810,475,7
811,476,3
812,476,7
813,477,7
814,478,3
815,479,8
816,480,8
817,480,4
818,480,12
819,481,7
820,481,10
821,482,10
822,483,7
823,484,4
824,484,2
825,485,8
826,485,3
827,486,3
828,487,3
829,487,18
830,488,7
831,489,3
832,490,10
833,491,7
834,492,3
835,492,16
836,493,8
837,493,9
838,493,7
839,494,8
840,494,10
841,495,7
842,496,3
843,496,7
844,496,6
845,497,3
846,497,6
847,498,7
848,498,6
849,499,3
850,499,6
851,500,3
852,501,7
853,502,8
854,502,2
855,503,7
856,504,8
857,504,12
858,505,3
859,506,7
860,507,8
861,507,7
862,508,7
863,509,7
864,509,6
865,510,7
866,511,8
867,511,7
868,512,11
869,512,12
870,513,3
871,513,16
872,513,6
873,514,3
874,515,7
875,516,3
876,516,7
877,516,14
878,517,8
879,517,7
880,517,16
881,518,3
882,519,12
883,519,10
884,520,3
885,521,9
886,521,10
887,522,8
888,522,7
889,523,7
890,524,7
891,525,7
892,526,7
893,527,7
894,527,14
895,528,7
896,529,7
897,530,7
898,531,2
899,531,7
900,532,3
901,532,9
902,532,11
903,533,8
904,534,7
905,534,6
906,535,7
907,536,7
908,537,3
909,537,7
910,538,7
911,539,3
912,539,6
913,540,10
914,541,17
915,541,12
916,542,3
917,543,3
918,543,6
919,543,10
920,544,8
921,545,7
922,546,8
923,546,4
924,546,2
925,546,12
926,547,8
927,547,4
928,547,10
929,548,8
930,549,13
931,550,3
932,550,6
933,551,2
934,551,3
935,551,15
936,552,8
937,552,4
938,552,3
939,553,18
940,554,10
941,555,8
942,555,9
943,555,6
944,556,13
945,557,7
946,558,8
947,558,4
948,558,1
949,558,2
950,558,5
951,559,3
952,560,7
953,561,10
954,562,3
955,562,7
956,563,7
957,564,3
958,565,11
959,566,3
960,566,6
961,567,7
962,568,3
963,568,7
964,569,2
965,569,3
966,570,3
967,570,7
968,571,7
969,572,7
970,573,7
971,574,3
972,574,7
973,575,2
974,575,3
975,576,3
976,577,4
977,577,2
978,578,7
979,578,16
980,579,10
981,580,7
982,581,13
983,582,3
984,583,3
985,583,7
986,584,7
987,585,3
988,586,2
989,586,3
990,587,3
991,587,6
992,587,10
993,588,1
994,588,2
995,588,3
996,588,15
997,589,8
998,589,12
999,589,10
1000,590,4
1001,590,7
1002,590,18
1003,591,8
1004,591,7
1005,591,10
1006,592,8
1007,592,4
1008,592,9
1009,592,7
1010,593,7
1011,593,10
1012,594,1
1013,594,2
1014,594,15
1015,595,1
1016,595,2
1017,595,15
1018,596,1
1019,596,2
1020,597,3
1021,597,6
1022,598,3
1023,599,18
1024,600,10
1025,601,7
1026,602,13
1027,603,3
1028,604,13
1029,605,7
1030,605,6
1031,606,11
1032,607,7
1033,608,9
1034,608,7
1035,608,10
1036,609,4
1037,609,2
1038,610,8
1039,610,4
1040,610,1
1041,610,11
1042,610,12
1043,611,8
1044,611,11
1045,611,12
1046,612,3
1047,613,7
1048,613,6
1049,614,7
1050,614,10
1051,615,7
1052,616,1
1053,616,2
1054,617,7
1055,618,3
1056,618,6
1057,619,3
1058,620,7
1059,621,7
1060,623,6
1061,624,8
1062,624,7
1063,624,10
1064,625,7
1065,626,3
1066,627,7
1067,627,10
1068,628,7
1069,628,10
1070,629,7
1071,630,7
1072,630,6
1073,631,1
1074,631,2
1075,631,15
1076,632,14
1077,633,3
1078,634,3
1079,635,3
1080,635,7
1081,636,7
1082,637,3
1083,638,6
1084,639,3
1085,640,7
1086,640,10
1087,641,3
1088,642,7
1089,643,3
1090,644,3
1091,645,7
1092,647,7
1093,647,14
1094,648,8
1095,648,4
1096,648,16
1097,649,3
1098,649,7
1099,650,7
1100,651,3
1101,652,16
1102,653,8
1103,653,4
1104,653,5
1105,654,7
1106,654,6
1107,655,3
1108,656,3
1109,657,3
1110,657,7
1111,658,7
1112,659,9
1113,659,10
1114,660,7
1115,661,1
1116,661,2
1117,661,15
1118,662,10
1119,663,3
1120,664,3
1121,665,14
1122,666,7
1123,667,8
1124,668,7
1125,669,7
1126,670,7
1127,671,3
1128,671,12
1129,672,7
1130,673,4
1131,673,1
1132,673,2
1133,673,3
1134,673,5
1135,674,4
1136,674,12
1137,675,8
1138,675,7
1139,675,10
1140,676,7
1141,678,7
1142,678,10
1143,679,7
1144,680,12
1145,681,9
1146,682,13
1147,682,7
1148,683,13
1149,684,7
1150,685,7
1151,687,7
1152,687,6
1153,688,8
1154,688,4
1155,688,3
1156,688,14
1157,690,6
1158,691,3
1159,691,6
1160,692,8
1161,692,12
1162,692,10
1163,693,7
1164,694,8
1165,695,16
1166,695,10
1167,696,10
1168,697,7
1169,697,6
1170,698,7
1171,699,7
1172,700,3
1173,701,7
1174,702,7
1175,703,7
1176,704,8
1177,704,4
1178,705,3
1179,706,7
1180,707,9
1181,707,17
1182,707,10
1183,708,3
1184,708,6
1185,709,1
1186,709,2
1187,710,3
1188,711,4
1189,711,2
1190,712,7
1191,713,7
1192,714,18
1193,715,7
1194,716,9
1195,717,3
1196,718,3
1197,718,12
1198,719,3
1199,720,1
1200,721,7
1201,722,13
1202,723,7
1203,724,7
1204,724,11
1205,725,3
1206,726,7
1207,727,13
1208,728,3
1209,729,7
1210,730,7
1211,731,16
1212,731,10
1213,732,9
1214,733,8
1215,733,4
1216,733,10
1217,734,3
1218,735,3
1219,735,11
1220,736,8
1221,736,4
1222,736,6
1223,736,10
1224,737,8
1225,737,12
1226,738,7
1227,739,3
1228,741,1
1229,741,12
1230,742,11
1231,742,10
1232,743,3
1233,744,7
1234,745,1
1235,745,3
1236,745,10
1237,746,17
1238,747,3
1239,748,8
1240,748,12
1241,748,10
1242,749,7
1243,750,12
1244,750,14
1245,751,3
1246,752,3
1247,752,6
1248,753,3
1249,753,7
1250,754,4
1251,754,2
1252,755,2
1253,755,7
1254,756,13
1255,757,7
1256,758,7
1257,759,13
1258,760,14
1259,761,4
1260,762,3
1261,762,9
1262,763,7
1263,764,7
1264,764,6
1265,765,3
1266,765,7
1267,766,7
1268,767,7
1269,768,7
1270,769,13
1271,770,7
1272,771,3
1273,771,7
1274,772,3
1275,773,7
1276,774,7
1277,775,11
1278,776,3
1279,776,7
1280,777,14
1281,778,7
1282,779,7
1283,779,6
1284,780,8
1285,780,12
1286,780,14
1287,781,7
1288,782,10
1289,783,1
1290,783,2
1291,783,15
1292,784,3
1293,785,3
1294,786,8
1295,786,10
1296,787,13
1297,788,3
1298,788,5
1299,788,6
1300,788,12
1301,789,7
1302,790,7
1303,791,13
1304,792,5
1305,793,7
1306,794,3
1307,794,7
1308,795,7
1309,796,7
1310,797,3
1311,798,8
1312,798,4
1313,798,10
1314,799,3
1315,799,11
1316,800,7
1317,800,16
1318,801,2
1319,801,3
1320,802,7
1321,802,6
1322,803,6
1323,804,3
1324,804,6
1325,805,7
1326,806,7
1327,807,3
1328,807,6
1329,808,4
1330,808,2
1331,809,8
1332,809,4
1333,810,2
1334,810,3
1335,810,5
1336,811,3
1337,812,7
1338,813,3
1339,814,7
1340,815,8
1341,815,16
1342,815,10
1343,816,7
1344,818,3
1345,819,3
1346,819,7
1347,820,7
1348,821,6
1349,822,7
1350,823,7
1351,824,7
1352,825,3
1353,825,6
1354,826,7
1355,827,7
1356,828,4
1357,828,2
1358,829,3
1359,829,15
1360,830,3
1361,831,7
1362,832,7
1363,832,10
1364,833,3
1365,834,3
1366,835,7
1367,836,8
1368,836,4
1369,836,10
1370,837,2
1371,837,3
1372,838,3
1373,838,7
1374,838,6
1375,839,8
1376,839,10
1377,840,3
1378,841,11
1379,842,11
1380,843,7
1381,844,7
1382,845,7
1383,846,7
1384,847,3
1385,847,7
1386,848,7
1387,849,8
1388,849,4
1389,849,12
1390,849,10
1391,850,9
1392,850,7
1393,851,7
1394,852,3
1395,852,6
1396,853,7
1397,854,7
1398,855,7
1399,856,3
1400,857,7
1401,858,8
1402,858,9
1403,858,7
1404,859,13
1405,860,3
1406,861,8
1407,861,10
1408,862,7
1409,863,3
1410,864,3
1411,864,7
1412,865,7
1413,866,9
1414,866,7
1415,866,6
1416,866,10
1417,867,3
1418,867,9
1419,868,3
1420,869,9
1421,870,3
1422,871,3
1423,872,7
1424,873,7
1425,874,9
1426,874,7
1427,875,7
1428,876,8
1429,877,7
1430,878,7
1431,879,11
1432,880,12
1433,880,10
1434,881,2
1435,881,3
1436,882,7
1437,882,10
1438,884,7
1439,885,2
1440,885,7
1441,885,5
1442,886,8
1443,887,7
1444,888,1
1445,888,2
1446,889,6
1447,890,10
1448,891,11
1449,891,10
1450,892,3
1451,892,7
1452,892,6
1453,893,7
1454,894,6
1455,895,7
1456,896,7
1457,897,4
1458,897,14
1459,898,3
1460,898,6
1461,899,15
1462,899,6
1463,900,15
1464,900,6
1465,901,3
1466,901,15
1467,902,7
1468,902,6
1469,903,16
1470,903,10
1471,904,16
1472,904,10
1473,905,3
1474,906,16
1475,906,10
1476,907,3
1477,907,15
1478,907,6
1479,908,7
1480,908,10
1481,909,3
1482,909,7
1483,910,3
1484,910,9
1485,911,3
1486,911,16
1487,911,6
1488,911,10
1489,912,7
1490,912,6
1491,912,14
1492,913,17
1493,913,16
1494,914,15
1495,914,6
1496,915,3
1497,915,6
1498,916,3
1499,916,6
1500,917,2
1501,917,7
1502,918,15
1503,919,4
1504,919,2
1505,919,7
1506,919,15
1507,920,7
1508,920,6
1509,920,14
1510,921,3
1511,922,17
1512,923,7
1513,924,7
1514,924,16
1515,924,12
1516,924,10
1517,925,4
1518,925,6
1519,926,7
1520,927,3
1521,928,6
1522,928,10
1523,929,10
1524,930,17
1525,930,6
1526,930,10
1527,931,16
1528,931,6
1529,931,10
1530,932,6
1531,933,3
1532,933,6
1533,933,10
1534,934,3
1535,935,3
1536,935,15
1537,936,3
1538,936,6
1539,937,3
1540,937,6
1541,938,15
1542,939,3
1543,939,7
1544,940,8
1545,940,4
1546,941,4
1547,942,9
1548,942,17
1549,942,16
1550,943,7
1551,943,6
1552,944,7
1553,945,3
1554,945,15
1555,945,6
1556,946,3
1557,946,7
1558,946,14
1559,947,3
1560,948,7
1561,949,7
1562,950,16
1563,951,3
1564,952,4
1565,952,3
1566,953,7
1567,954,7
1568,955,3
1569,956,7
1570,956,6
1571,957,7
1572,958,3
1573,958,16
1574,959,7
1575,960,9
1576,960,7
1577,961,7
1578,962,9
1579,962,7
1580,963,15
1581,964,18
1582,965,10
1583,966,7
1584,967,18
1585,968,11
1586,968,12
1587,969,8
1588,969,4
1589,969,6
1590,969,14
1591,970,3
1592,970,7
1593,971,7
1594,972,7
1595,973,7
1596,974,7
1597,974,6
1598,975,3
1599,975,15
1600,976,6
1601,976,14
1602,977,16
1603,978,7
1604,979,7
1605,979,14
1606,980,8
1607,981,7
1608,982,7
1609,983,6
1610,984,3
1611,984,7
1612,985,13
1613,986,4
1614,986,2
1615,987,7
1616,987,6
1617,988,3
1618,988,7
1619,989,7
1620,990,8
1621,990,4
1622,990,10
1623,991,7
1624,991,14
1625,992,10
1626,993,7
1627,994,7
1628,996,8
1629,996,7
1630,996,18
1631,997,7
1632,997,10
1633,998,8
1634,998,9
1635,999,9
1636,1000,9
1637,1001,3
1638,1002,3
1639,1003,7
1640,1003,10
1641,1004,8
1642,1004,10
1643,1005,2
1644,1005,3
1645,1006,7
1646,1007,2
1647,1007,3
1648,1007,18
1649,1008,18
1650,1009,4
1651,1009,2
1652,1009,5
1653,1010,2
1654,1010,3
1655,1011,4
1656,1011,2
1657,1011,3
1658,1012,2
1659,1012,7
1660,1013,2
1661,1013,7
1662,1014,2
1663,1014,3
1664,1014,7
1665,1015,4
1666,1015,2
1667,1016,2
1668,1016,3
1669,1017,4
1670,1017,2
1671,1018,2
1672,1018,3
1673,1018,16
1674,1019,4
1675,1019,2
1676,1019,5
1677,1019,12
1678,1020,3
1679,1021,2
1680,1021,3
1681,1022,1
1682,1022,2
1683,1022,15
1684,1023,1
1685,1023,2
1686,1024,1
1687,1024,2
1688,1024,15
1689,1025,1
1690,1025,2
1691,1026,2
1692,1026,7
1693,1027,7
1694,1028,2
1695,1028,3
1696,1028,15
1697,1029,1
1698,1029,2
1699,1029,15
1700,1030,4
1701,1030,1
1702,1030,2
1703,1030,15
1704,1031,4
1705,1031,2
1706,1031,15
1707,1032,1
1708,1032,2
1709,1032,15
1710,1033,1
1711,1033,2
1712,1034,9
1713,1035,15
1714,1036,8
1715,1036,10
1716,1037,8
1717,1037,12
1718,1037,10
1719,1038,7
1720,1039,13
1721,1040,7
1722,1041,7
1723,1042,3
1724,1043,7
1725,1043,6
1726,1044,7
1727,1045,3
1728,1045,7
1729,1046,7
1730,1046,6
1731,1047,8
1732,1047,10
1733,1049,8
1734,1049,4
1735,1050,13
1736,1050,7
1737,1051,7
1738,1052,7
1739,1053,9
1740,1053,7
1741,1054,7
1742,1055,10
1743,1056,7
1744,1057,3
1745,1057,15
1746,1057,6
1747,1058,7
1748,1059,7
1749,1059,6
1750,1060,3
1751,1060,7
1752,1061,9
1753,1061,7
1754,1062,7
1755,1063,7
1756,1064,1
1757,1064,2
1758,1064,3
1759,1065,16
1760,1066,3
1761,1066,15
1762,1066,6
1763,1067,3
1764,1067,15
1765,1067,6
1766,1068,9
1767,1068,17
1768,1069,17
1769,1069,10
1770,1070,4
1771,1071,6
1772,1071,14
1773,1073,4
1774,1073,2
1775,1073,3
1776,1073,5
1777,1075,3
1778,1076,10
1779,1077,3
1780,1077,12
1781,1078,3
1782,1078,14
1783,1079,3
1784,1080,3
1785,1081,3
1786,1081,15
1787,1082,7
1788,1083,3
1789,1083,15
1790,1084,9
1791,1084,7
1792,1085,4
1793,1085,7
1794,1086,16
1795,1086,10
1796,1087,15
1797,1088,15
1798,1088,6
1799,1089,9
1800,1089,10
1801,1090,7
1802,1090,14
1803,1091,3
1804,1092,16
1805,1092,10
1806,1093,7
1807,1093,15
1808,1094,7
1809,1094,6
1810,1094,14
1811,1095,7
1812,1096,7
1813,1097,2
1814,1097,7
1815,1097,5
1816,1097,12
1817,1098,3
1818,1099,7
1819,1100,8
1820,1100,6
1821,1101,8
1822,1101,6
1823,1102,8
1824,1103,7
1825,1104,7
1826,1105,11
1827,1106,13
1828,1107,3
1829,1108,13
1830,1109,7
1831,1110,8
1832,1111,13
1833,1112,8
1834,1112,7
1835,1113,3
1836,1114,7
1837,1115,3
1838,1115,7
1839,1116,7
1840,1117,7
1841,1118,4
1842,1118,18
1843,1119,7
1844,1120,7
1845,1121,7
1846,1122,13
1847,1123,13
1848,1124,7
1849,1125,3
1850,1126,3
1851,1126,5
1852,1127,8
1853,1127,4
1854,1127,12
1855,1127,10
1856,1128,11
1857,1129,8
1858,1129,4
1859,1129,12
1860,1129,10
1861,1130,11
1862,1131,7
1863,1132,7
1864,1133,3
1865,1133,7
1866,1134,8
1867,1134,7
1868,1135,3
1869,1136,3
1870,1137,6
1871,1138,13
1872,1139,7
1873,1140,7
1874,1141,7
1875,1142,7
1876,1143,3
1877,1144,13
1878,1145,13
1879,1146,3
1880,1146,7
1881,1147,13
1882,1148,1
1883,1148,3
1884,1149,13
1885,1149,7
1886,1150,7
1887,1151,1
1888,1151,3
1889,1151,10
1890,1152,9
1891,1152,17
1892,1152,10
1893,1153,17
1894,1154,17
1895,1155,7
1896,1156,7
1897,1157,7
1898,1158,3
1899,1159,6
1900,1160,3
1901,1161,7
1902,1162,3
1903,1163,7
1904,1164,7
1905,1165,7
1906,1165,10
1907,1166,3
1908,1167,3
1909,1168,11
1910,1169,13
1911,1170,8
1912,1171,3
1913,1172,3
1914,1172,7
1915,1172,6
1916,1173,7
1917,1174,3
1918,1175,3
1919,1175,12
1920,1176,7
1921,1177,7
1922,1178,7
1923,1178,14
1924,1179,9
1925,1179,7
1926,1179,17
1927,1180,3
1928,1181,8
1929,1183,7
1930,1183,6
1931,1183,14
1932,1184,3
1933,1184,14
1934,1185,7
1935,1186,7
1936,1187,7
1937,1188,3
1938,1188,6
1939,1189,13
1940,1190,7
1941,1191,13
1942,1192,13
1943,1193,7
1944,1194,3
1945,1196,8
1946,1196,4
1947,1196,7
1948,1196,12
1949,1196,14
1950,1197,8
1951,1197,4
1952,1197,3
1953,1197,6
1954,1198,8
1955,1198,4
1956,1199,12
1957,1200,8
1958,1200,12
1959,1200,10
1960,1200,14
1961,1201,8
1962,1201,18
1963,1202,3
1964,1203,7
1965,1204,4
1966,1204,14
1967,1205,8
1968,1205,1
1969,1205,2
1970,1205,12
1971,1205,10
1972,1205,14
1973,1206,12
1974,1207,7
1975,1208,7
1976,1208,14
1977,1209,18
1978,1210,8
1979,1210,4
1980,1210,6
1981,1210,12
1982,1210,14
1983,1211,3
1984,1211,7
1985,1211,6
1986,1212,16
1987,1212,10
1988,1213,9
1989,1213,7
1990,1214,8
1991,1214,11
1992,1214,12
1993,1214,10
1994,1215,8
1995,1215,4
1996,1215,3
1997,1215,11
1998,1215,12
1999,1216,4
2000,1216,6
2001,1217,7
2002,1217,14
2003,1218,8
2004,1218,10
2005,1219,11
2006,1219,10
2007,1220,8
2008,1220,3
2009,1220,15
2010,1221,8
2011,1221,9
2012,1221,7
2013,1222,8
2014,1222,7
2015,1222,14
2016,1223,1
2017,1223,3
2018,1224,7
2019,1224,14
2020,1225,7
2021,1226,3
2022,1226,6
2023,1227,9
2024,1227,7
2025,1227,10
2026,1228,7
2027,1230,3
2028,1230,6
2029,1231,7
2030,1232,16
2031,1232,12
2032,1233,8
2033,1233,7
2034,1233,14
2035,1234,3
2036,1234,9
2037,1235,3
2038,1236,3
2039,1236,7
2040,1237,7
2041,1238,3
2042,1240,8
2043,1240,12
2044,1240,10
2045,1241,3
2046,1241,11
2047,1242,8
2048,1242,7
2049,1242,14
2050,1243,3
2051,1243,7
2052,1244,3
2053,1244,7
2054,1244,6
2055,1245,7
2056,1246,7
2057,1247,7
2058,1247,6
2059,1248,9
2060,1248,17
2061,1248,10
2062,1249,10
2063,1250,7
2064,1250,14
2065,1251,7
2066,1252,17
2067,1252,16
2068,1252,10
2069,1253,7
2070,1253,12
2071,1254,4
2072,1255,3
2073,1255,11
2074,1256,3
2075,1256,14
2076,1257,3
2077,1258,11
2078,1259,4
2079,1259,3
